No.,Text,Marah,Antisipasi,Jijik,Takut,Bahagia,Sedih,Terkejut,Percaya
2760,Lebih baik mencintai seseorang yang jauh tapi sangat menginginkan kebersamaan daripada seseorang yang dekat tapi tak peduli. #BOTNice,0,0,0,0,0,0,0,1
4142,"Sebodoh bodoh orang buang anak depan rumah orang, bodoh lagi yang buat anak dalam tong sampah.",1,0,1,0,0,0,0,0
3604,"Jangan rindu berat, kamu gak akan kuat. Biar aku saja yang merindukanmu sekalipun bertambah berat badanku.",0,0,0,0,0,0,0,1
1073,Pergantian tahun 2020bhujan dimana mana semoga yang kena banjir cepat surut,0,1,0,0,0,0,0,1
117,Tahun baru disambut dengan hujan yang tak kunjung reda. Karena cuaca di depok aduhai syahdu yaudah tarik selimut lagi,0,0,0,0,1,0,0,0
3613,Ikan Ganteng! yang protes gue YADONGIN!!!! wkwkwk. ヽ(^。^)ノ,0,0,0,0,1,0,0,0
2923,"Semoga nanti juga seperti saat ini, yang dimana setiap masalah tetap bisa terlampaui.  I proud of me",0,1,0,0,0,0,0,0
3780,"Stay safe, waspada dengan hewan-hewan yang berkeliaran. Tadi ada video ular di banjir. ",0,1,0,0,0,0,0,0
1639,So cute... seneng juga ada yang kenal aku.,0,0,0,0,1,0,0,0
3911,"Padahal baru sehari, gak ada preview sama sekali seharian kek ada yang ilang :(",0,0,0,0,0,1,0,0
173,Jelas dong!! Aku selalu mentarget tiap tahun walopun ada yang tidak tercapai. Saya tidak pernah bosan.,0,1,0,0,0,0,0,1
1062,Semogaaa segeraa surut bagi yang terkena banjirr ya teman-teman. Amin,0,1,0,0,0,0,0,1
2417,"tuhan, terimakasih atas apapun yang telah terjadi di hari ini.",0,0,0,0,0,0,0,1
2077,2020? Semoga apa yang sudah dibangun di 2019 tidak hilang di 2020,0,1,0,0,0,0,0,0
2221,"Bukan ingin menjadi lebih baik dari orang lain, tapi aku hanya ingin lebih baik dari diriku yang dulu.",0,1,0,0,0,0,0,0
3425,"Dibanding mantan, lebih bahaya godaan dari orang yang kita suka tapi gak pernah jadi pacar ...",0,0,1,1,0,0,0,0
1196,Dalam benakku hanya ada bayangan semu yang selalu memikirkan kamu :'),0,0,0,0,1,0,0,0
1162,"Kangen kamu, kamu senyummu, kangen kebiasaanmu. Kangen kebersamaan kita yang sederhana tetapi mampu membuat kita bahagia ​​​",0,0,0,0,1,0,0,1
2402,Apapun itu semoga tahun ini menjadi pribadi yang lebih baik,0,1,0,0,0,0,0,0
2066,"Selamat Tahun baru, buat yang di hati sudah lama..",0,0,0,0,1,0,0,0
1769,"Ketika aku kehilangan harapan dan cinta, kamu datang dan menawarkan sejuta impian yang terasa nyata",0,0,0,0,1,0,0,1
143,Hey... Gada mau yang jd pacarku d sini apa? Usah 2020 lho...,0,0,0,0,0,1,0,0
775,NANGIS BNR JUGA. Gimana nasib ucing ucing yang di daerah banjir.,0,0,0,0,0,1,1,0
2264,"semoga kita semua yang masih menganggur segera mendapat pekerjaan yang diimpikan, semangatttt!!!",0,1,0,0,0,0,0,0
2683,terimakasih untuk dunia yang tak pernah merasakan kasih sayang kedua orang tua tak merasakan keberadaan orang orang yang sedarah,0,0,0,0,1,0,0,0
1253,Selamat tahun baru! Semoga apa yang direncanakan segera tercapai \--/,0,1,0,0,1,0,0,0
1950,"""Apapun yang bisa di bayangkan pikiran manusia, serta di yakini dan diusahakannya.. PASTI AKAN TERCAPAI!!!",0,1,0,0,1,0,0,0
1387,ayo buat sore ini jadi awal tahun yang baik buat kamu.,0,1,0,0,1,0,0,0
1398,2020 jadi aku yang lebih baik. lulus. dapet kerja,0,1,0,0,1,0,0,0
1559,Aku sangat cinta dengan susu kedelai yang asli maupun yang ini,0,0,0,0,1,0,0,0
1849,"Coba deh, kamu hargai sedikit orang yang selalu frustasi ketika mikirin kamu, rasakan sakitnya jadi dia..",0,0,0,0,0,1,0,0
2775,"yya bener juga sih g salah,, kblik yang ada shua yang kemana hikd [mngis]",0,0,0,0,0,1,0,0
467,Anda semua yang jadikan banjir sebagai bahan olok2 dan nyinyir...Biadap!!!,1,0,1,0,0,0,0,0
1345,Semoga 2020 menjadi tahun yang penuh kabar baik rencana terlaksana doa terkabul aamiin,0,1,0,0,1,0,0,0
1711,"yagusti mau nangis, pengen berharap sama anak orang lagi. tapi ku masih ada hati yang harus dijaga ",0,0,0,0,0,1,0,0
3884,"oh my girl sama astro yang collab. gue yang heboh :""))) suka banget",0,0,0,0,1,0,0,0
310,"Tuhan, jadikanlah aku pribadi yang ahli, bijak, kaya, dermawan dan berpengaruh",0,1,0,0,0,0,0,1
2397,Abang aku yang berjuang napa aku yang sakit hati :(,0,0,0,0,0,1,0,0
2873,"Keluarga, adalah tempat dimana Orang yang menyayangi kita dan Mencintai kita diManapun berada -Sandy-",0,0,0,0,0,0,0,1
1410,Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih.,0,0,0,0,1,0,0,1
249,"MindBlow : Saat teman, agensi dan yang lain-lain menutupi kekurangan orang. Eh orang tuanya yang jelek2in. PERCUMA",1,0,1,0,0,0,0,0
773,Harap pilihan nih jalan yang terbaik untuk diri sendiri. Bismillah,0,0,0,0,0,0,0,1
1421,"Semoga kakak cepet dapet pekerjaan yang layak yaa, aamiin",0,1,0,0,0,0,0,1
2800,"dari jam 12 malem hujan gaberenti cuyyy take caree guyyss,  yang daerahnya suka banjir hari2 yaaa",0,1,0,0,0,0,0,0
1721,"ricaJKT48 Semoga hari ini, Hari esok dan hari-hari yang akan datang selalu menyenangkan :*",0,1,0,0,1,0,0,0
1084,2020 wish nya yang terbaik dari yang terbaik buat @pledis_17,0,1,0,0,0,0,0,0
1074,kangen papa yang setiap pulang sekolah bawa aku ke kantor nya:(,0,0,0,0,0,1,0,0
1635,Ini beneran gaada yang diciduk? Sepi amat gaada kabar #Dispacth,0,0,0,0,0,0,1,0
1164,Cehh Steffy_ai senyuman mu manis seperti apel merah yang manis :),0,0,0,0,1,0,0,0
947,Sumpah demi apapun ini banjir terparah yang pernah gue liat:(,0,0,0,1,0,1,1,0
3037,2020 tapi masih kangen sama orang yang bahkan ga peduli aku masih hiduo atau engga~,0,0,0,0,0,1,0,0
919,"yaAllah, ga ada 1 pun yang ngerespon :)",1,0,0,0,0,1,0,0
254,"Happy New Year semua, semoga apa yang kita kehendaki di restui tuhan di 2020 ",0,1,0,0,1,0,0,0
3453,Aamiin. Sehat selalu juga untuk cees kami. Perjalanan hidup masih panjang. Maksimalkan yang sudah anda mulai!,0,1,0,0,0,0,0,0
2490,semoga diri ini terus tabah untuk jalani hari ii yang akan mendatang.,0,1,0,0,0,0,0,0
510,"Ada yang s*x sampe c**dom, menurutku kelewatan batas sih, malah aku kayak yang jijik",0,0,1,0,0,0,0,0
778,"emang aneh, burger king tuh gua makan yang isi ayam doang.",0,0,0,0,0,0,1,0
2142,Semoga di tahun ini aku menjadi insan yang lebih baik..,0,1,0,0,0,0,0,0
1301,Semoga apa yang kita perjuangkan membuahkan hasil untuk kedepannya.. Aamiin,0,1,0,0,1,0,0,0
1751,"knp Stella cantik? krn Stella gak jelek, yang jelek yang baca bot ini :3",0,0,0,0,1,0,0,0
141,Di 2020 aku ingin memperbaiki hubungan baik dengan orang yang sempet ga baik2 aja pas di 2019. Hihi,0,1,0,0,0,0,0,0
2115,seneng aku cv sama orang orang yang baik. ‍‍,0,0,0,0,1,0,0,0
1185,Semoga menjadi tahun yang jauh lebih baik dari tahun tahun sebelumnya,0,0,0,0,0,0,0,1
2593,Si cantik pikirannya sosial banget ya :')) beda ama anoa yang mikirnya makanan aja...,0,0,1,0,0,0,0,0
1458,"awal taun baru yang bagus. mudah mudahan keterusan deh bagusnya, aamiin",0,1,0,0,1,0,0,0
1243,2020 : ingin hidup dan berteman dengan yang mau mau saja:),0,1,0,0,0,0,0,0
649,"Stay safe buat temen"" yang kena musibah banjir, semoga segera surut",0,0,0,0,0,0,0,1
3568,Kau tau apa yang kubenci? Aku benci ketika aku rindu namun yang kurindukan sedang merindukan yang lain.,1,0,0,0,0,1,0,0
1424,"untuk yang kebanjiran, semoga banjirnya lekas surut. amin",0,1,0,0,0,0,0,1
2415,"Mau bangetttt mau bangettt mau bangetttt mudah2an aku jadi salahsatu yang menang, AMIN",0,1,0,0,0,0,0,0
2156,yang rumahnya kena banjir stay safe yaa semua :(,0,0,0,0,0,1,0,0
1616,Sending virtual hug yang sabar sist sedih sedih aja dulu besok besok jangan,0,1,0,0,0,0,0,1
3940,Eeyy makasih tamii !!! Semoga 2020 jadi tahun yang baik buat kita semua yaa,0,1,0,0,1,0,0,0
1385,fuck you buat yang buang sampah sembarangan kon jancokkkk!!!!,1,0,1,0,0,0,0,0
417,"Nggak ada yang lebih bahagia di pagi ini selain melihat lengkung senyummu, selamat pagi kakak. SweetTataChiBi",0,0,0,0,1,0,0,0
1862,Mereka yang mencintaimu tak akan mungkin tega melukaimu. Untuk itu. jangan kamu lukai mereka dengan mencintai orang lain,0,0,0,0,0,0,0,1
3861,sedih banget ngeliat wilayah yang kena bencana banjir... yatuhan semoga ini bukan sesuatu yg buruk kedepannya,0,0,0,1,0,1,0,0
1223,Stay save yang kena banjir semoga cepet surut air nya,0,1,0,0,0,0,0,1
1153,Aku terlalu egois buat kamu yang terlalu sabar :’),0,0,0,0,0,1,0,0
2747,diputusin. tau ga rasanya jadi ga berguna nyalahin diri sendiri nangis terus terusan nah itu yang aku rasain HAHAHAHAHA,0,0,0,0,0,1,0,0
362,"Happy new year people! Semoga hujan jadi berkah, banjir segera surut dan 2020 menjadi tahun yang indah ",0,1,0,0,0,0,0,0
267,"Selamat ulang tahun, semoga apa yang kamu pengen tuhan kabulkan aamiin. Mutualan yuu",0,1,0,0,1,0,0,0
3659,"Selamat tahun baru juga, Aqilah! Semoga tahun ni banyak yang baik-baik tumbuh!",0,1,0,0,1,0,0,0
3495,"aminn, semangatt terus dita di tahun 2020 tahun yang baru harus ada semangat baru!",0,1,0,0,0,0,0,0
1053,Happy birthday vin  doa yang baikbaik buat kamu deh pokonya,0,1,0,0,1,0,0,0
645,Resolusi 2020 : semua yang direncanakan di ridhoi Allah swt,0,0,0,0,0,0,0,1
1671,Semoga semua yang terkena musibah senantiasa selalu diberi pertolongan.,0,1,0,0,0,0,0,0
4127,2O2O gausa sedih sedih lagi ya apalagi galauin yang ga nyata hehe SEMANGAT!!!!,0,1,0,0,0,0,0,0
1018,hah? kok bisa banjir? daerah manaa yang kena banjir?,0,0,0,0,0,0,1,0
704,Bersyukur lah buat yang hari ini libur dirumah aja dan gak kebanjiran,0,0,0,0,1,0,0,0
3287,Hujan di Jakarta gamau dibagi ke Aussie apa ya buat mademin kebakaran hutan yang ga kelar-kelar.,0,0,1,0,0,0,0,0
2263,"Daripada air yang meluap dimana-mana, mendingan cintaku aja deh yang luber-luber biar ga bikin bencana :(",0,0,0,0,0,1,0,0
767,Tahun 2019 aku menemukan orang² yang berhati besar dengan cinta yang luar biasa,0,0,0,0,1,0,0,1
1113,"Hai #Wanita_Horny, Kau adalah yang terpenting dalam hidupku",0,0,0,0,1,0,0,1
1982,"stay safe buat mutualanku yang terkena banjir, semoga banjirnya cepet surut ya ",0,1,0,0,0,0,0,1
979,terimakasih buat sarjana kesehataan masyarakat yang sudah peduli dengan kesehatan masyarakatnya,0,0,0,0,1,0,0,1
97,Lakukan yang terbaik sekarang. Karena akan lebih buruk bila menyesali yang sudah berlalu dan mengkhawatirkan yang akan datang.,0,1,0,0,0,0,0,0
1610,"stay safe semuanya yang kena banjir, semoga cepet surut airnya ",0,1,0,0,0,0,0,1
2608,oiya bener :( semangat yang kebanjiran. semoga cepet surut. jangan mainin air banjirannya :((,0,1,0,0,0,0,0,0
1983,Happy New Year 2020Semoga banyak harapan2 yang tercapai ditahun ini..,0,1,0,0,1,0,0,0
2669,sedih banget takut kucing anjing pada tenggelem:( ownernya tolong pada sadar itu mereka banyak yang dikandangin,0,0,0,0,0,1,0,0
1743,"Ngapain aja, yang penting aku dapat fb. Aku ambis!!!!!!",0,1,0,0,0,0,0,0
973,"Alhamdullillah ditahun 2k19 sudah banyak target” yang tercapai, dan semoga di 2k20 dimaksimalkan lagi pencapaiannya Amin",0,1,0,0,1,0,0,1
1742,Ya allah terimakasih engkau telah mempertemukan ku dengan orang yang bisa menerima segala kekuranganku . Amin,0,0,0,0,1,0,0,1
1230,"yang sedang dikeadaan banjir semoga cepat surut, yg sakit cepat pulih, yg sehat tetap kuat",0,1,0,0,0,0,0,1
1143,apanya???? yang??? lucu???? ava gue???,1,0,0,0,0,0,0,0
127,kamu adalah salah satu hal yang tak bisa ku miliki :') #mblo,0,0,0,0,0,1,0,0
714,Alhamdulillah 2020 bismillah semoga rezeki yang diharapkan diijabah Allah aamiin,0,1,0,0,0,0,0,1
3592,Selamat Hari Jadi Kabupaten Jember yang ke-91. Semoga Jember semakin lebih baik. I  JBR,0,1,0,0,0,0,0,0
856,Inget sekarang 2020 kamu jangan mikirin yang masa lalu u must go on baby,0,1,0,0,0,0,0,0
3982,Stay safe temen2 online ku yang terkena banjir... Semoga segera surut banjirnya yaa.. Aamiin  #Banjir,0,1,0,0,0,0,0,0
1652,2020 akan kuisi dengan cita cita yang muluk-muluk + ndakik-ndakik,0,1,0,0,1,0,0,0
1523,"Banyak yang harus disyukuri dari yang lalu, terimakasih. ",0,0,0,0,1,0,0,0
1925,Tidak ada yang lebih sakit dari mengetahui sahabatmu udah dimiliki orang lain. Padahal kamu masih nyaman mencintainya diam-diam,0,0,0,0,0,1,0,0
3935,"Apa yang paling menyiksa dari lagi diare tapi gak punya aer, mati listrik dari pagi sedih bgt w",0,0,0,0,0,1,0,0
3709,Happy new year amir. Semoga kita akan terus tabah menempuhi dugaan yang akan datang,0,1,0,0,1,0,0,0
1269,Mutualku yang kebnjiran stay safe yaa.. semoga banjirnya cepet surut..,0,1,0,0,0,0,0,0
2061,2020 tahun dengan angka yang cantik semoga tahun ini hidupku secantik angkanya :),0,1,0,0,0,0,0,0
2697,"Menyambut tahun baru dengan melakukan dosa besar astaga , semoga dapat hidayah dan dilaknat oleh yang maha kuasa",0,1,0,0,0,0,0,0
1190,"Semoga menjadi pribadi yang lebih baik lagi, amin.",0,1,0,0,1,0,0,0
1794,"cuma mau bilang, cinta itu berdua, bukan hanya kamu yang berjuang sendirian. situ lg coli?",0,0,1,0,0,0,0,0
208,"akhir-akhir ini kalo minum yang manis-manis kek diterpa rasa bersalah. bagus bagus, pertahankan!",0,0,0,0,1,0,0,0
4096,"Ya Allah ,Alhamdulillah, terima kasih atas segala nikmat yang aku terima di Tahun 2019. Aaaamiiiin",0,0,0,0,1,0,0,1
1087,semoga yang kebanjiran cepet dievakuasi deh huhuhu ga tega liatnya:(,0,0,0,0,0,1,0,0
3071,"Lo lo pada ga ada kerjaan apa selain ngurusin bxb? Ngapain kek, yang agak guna sedikit gitu.",1,0,0,0,0,0,0,0
414,selamat tahun baru! makasih udah bertahan sampe sekarang. jangan lupa terus coba jadi yang lebih baik!,0,1,0,0,1,0,0,0
3123,""" Tunggu aku,  aku akan datang kembali,  karena hanya kamu yang aku cintai""",0,0,0,0,0,0,0,1
1739,Yang cakep itu emang banyak tapi yang bisa ngebuat kita 'nyaman' itu jarang...selaginya ada malah disia2in...,0,0,1,0,0,0,0,0
728,"Semangat kamuuuu,awali tahun baru dengan keceriaan,buang yang sedih sedihnya ",0,1,0,0,1,0,0,0
3091,"Aku sengaja nyampah biar di notice, eh kamu malah milih yang beneran sampah.",0,0,1,0,0,0,0,0
3591,"Barangkali kau yang tak pernah mau belajar, dan enggan mengakui bahwa sikapmu memang salah. #BRORIVAICenter",0,0,1,0,0,0,0,0
1159,"Semangat ya, semoga diberikan pengganti yang lebih baik aamiin",0,1,0,0,0,0,0,1
3569,Deket rumah sudah banyak yang nyala listriknya. Kenapa disini lama sekali nyalanya. :(,0,0,0,0,0,1,0,0
3147,Eh yang bener? Aku beli baru sampe 2 harian sesekali ngecharge tapi alhamdulillah ngga,0,0,0,0,0,0,1,0
812,orang lain yang dilamar ko aku yg terharu?!!!,0,0,0,0,0,0,1,0
2566,"ya allah alhamdulillah tambun ga banjir,,, semoga yang rumahnya kebanjiran cepet surut yaa aamiin",0,1,0,0,1,0,0,1
914,"Yang banjir cepat surut,yang sedih cepat bahagia,yang susah cepat senang...",0,1,0,0,0,0,0,1
3525,"Kekasih yang baik adalah yang berkualitas tapi tidak sombong, penuh hormat dan setia hanya kepadamu - Mario Teguh",0,0,0,0,0,0,0,1
1725,yak.... aku suka banget sama foto itu yang kiri hahahahahaha kenapa punyamu keliatan hd sih ;;,0,0,0,0,1,0,1,0
1444,Semoga menjadi pribadi yang lebih baik dari tahun sebelumnya.,0,1,0,0,1,0,0,0
594,"Hai, LPDPrens. Semoga terwujud apa yang menjadi cita-cita kamu ya. Semangat dan sukses selalu. :)",0,1,0,0,0,0,0,0
2285,"semangat yang tahun ini un, semoga sukses un nya!!!",0,1,0,0,0,0,0,0
2491,"2020, semoga menjadi lebih baik lagi dan apa yang diinginkan bisa tercapai.",0,1,0,0,0,0,0,0
1275,apa cuma saya yang kudet ngga bisa buat barcode? o(╥﹏╥),0,0,0,0,0,1,1,0
3720,"Terima kasih buat semua, yang datang dan pergi & yang datang pergi tak kembali. Happynewyear!",0,1,0,0,1,0,0,0
3984,"Apapun yang sudah tercapai kemarin atau akan dicapai besok, semoga hari ini kita bahagia. #resolusi2020",0,1,0,0,0,0,0,0
313,I MISS U I LOVE U Istirahat yang cukup jangan mikirin yang ga penting makan jangan lupa minum vitamin,0,0,0,0,1,0,0,1
2565,Marilah kita semuanya berdoa kepada Allah SWT agar saudara2 kita yang mendapatkan musibah kebanjiran ini diberikan kekuatan dan kesabaran.,0,1,0,0,0,0,0,0
2953,berharap kemalangan yang terjadi di tahun kemarin tidak terulang di tahun ini dan berganti dengan berita baik,0,1,0,0,0,0,0,0
943,oh aku kira orang barbar kayak aku gaada yang mau nemenin:(,0,0,0,0,0,1,1,0
4206,Terimakasih telah mengajarkan ku apa arti sebuah perjuangan dan bersyukur atas apa yang kita miliki.,0,0,0,0,1,0,0,1
814,semoga 2020 diberikan yang baik-baik & kehidupan yang lebih baik,0,1,0,0,0,0,0,1
180,Satu hal yang tidak kusukai di tahun baru yaitu akan ada umur yang semakin menua,0,0,0,0,0,1,0,0
2580,Selamat datang 2020. Semangat untuk menata hati dan hidup yang lebih baik! 2019 bye bye,0,1,0,0,1,0,0,0
3188,"Semoga selalu sehat, menjadi pribadi yang lebih baik lagi, bisa membahagiakan orang tua dan adikku..",0,1,0,0,0,0,0,0
2959,"Konon, tersenyum selama 2 menit tanpa alasan yang jelas akan membuatmu bahagia sepanjang hari #hoho^_^",0,0,0,0,1,0,0,0
4081,"semangat ka! Apa yang sudah terjadi tidak perlu disesalkan, semoga hatinya cepat membaik yaaaaa",0,1,0,0,0,0,0,0
476,"Banyak banget yang bisa dipelajari dari film imperfect, contohnya cara jemur beha yang benar HAHAHA",0,0,0,0,1,0,0,0
1118,"2020 akan menjadi tahun yang lebih baik lagi, Insha’Allah",0,1,0,0,1,0,0,0
571,"Dari sekian banyak tweet soal banjir, baru ini nemu yang tetep say Alhamdulillah, keren mas! Semangattt!",0,0,0,0,1,0,0,0
883,Why orang orang bisa sesantai ini ngadepin banjir yang horror kek gini ya Allah,0,0,0,0,0,0,1,0
2540,"Besok masih cuti,  isa banget nguras rumah sama beresin semua tumbler dan taperware mama yang kubiarkan terendan HAHAHAHA",0,0,0,0,1,0,0,0
572,"Suka heran sama orang orang bisa-bisanya punya hobi masak, apalah dayaku yang hobi nya rebahan doang :(",0,0,0,0,0,1,0,0
4102,Yang satu ngemis ...sementara yang satunya lagi sedekah...memang beda kelas!!,0,0,1,0,0,0,0,0
3989,"paraah bangettt anjirrrr, orang² kaya diaa emang harusnya dah direfund ke yang maha kuasa",1,0,1,0,0,0,0,0
926,Di awal tahun diberikan rezeki yang berlimpah oleh Allah. Alhamdulillah.,0,0,0,0,1,0,0,0
29,"Ini pasti satupun ngga ada yang harapan 2020-nya, ""Semoga tidak banjir"". Ini bugs kita guys. ",0,0,0,1,0,0,0,0
2659,"alhamdulillah disini ga banjir, semoga yang kebanjiran cpt surut yaaa huhu :((",0,1,0,0,0,1,0,0
1550,"Hey kamu yang disana , Miss you so much :') ",0,0,0,0,1,0,0,1
1590,bahagia itu sederhana.. sesederhana kamu yang selalu tersenyum tulus untuk aku. :),0,0,0,0,1,0,0,1
4085,Semoga semua goals kita di tahun yang baru ini akan tercapai semua ya! Aamiin.,0,1,0,0,0,0,0,0
2214,Day 1 of 366: Apapun jalan yang aku dan kamu pilih semoga selalu direstui Tuhan dan Semesta mendukungnya.,0,1,0,0,0,0,0,0
4042,Huh! Justru aku yang ingin menangis! Gara-gara perbuatanmu ini...,0,0,0,0,0,1,0,0
3960,1941 Selenggara kenderaan anda dengan baik untuk pemanduan yang lebih lancar. Semoga anda selamat sampai ke destinasi dituju.,0,1,0,0,0,0,0,0
2573,seneng deh banyak yang bantu semangatin dan doa untuk tahun ini dapet apa yang paling diharapakan,0,0,0,0,1,0,0,0
1510,Semoga 2020 lebih banyak kebahagiaan yang gue rasain aamiin!,0,1,0,0,1,0,0,0
2517,Merindukan seseorg tidak menyakitkan. Yang menyakitkan adalah jika kita merindukan seseorg yang tidak merindukan kita.,0,0,0,0,0,1,0,0
2171,"Aamiin,semoga cepat diberi pertolongan dan diberi kekuatan,yang sabar ya",0,0,0,0,0,1,0,0
861,"yang kema banjir, stay safe ya kalian semuaaaa, hati hatiiii pokoknya",0,1,0,0,0,0,0,1
3063,Aku target anak aku yang jadi Ketua Pelajar sekolah tu jadi PTD bila besar nanti.,0,1,0,0,0,0,0,0
1417,2020 . Semoga yang belum baik dipertemukan dengan yang pintar memperbaiki...,0,1,0,0,1,0,0,0
2567,"masalahnya aku pun minitik air mata pahal, kau yang nak balik maktab aku yang sedih HAHAHHAAHAH",0,0,0,0,0,1,0,0
2442,Selamat semua tahun 2020 siap menjalankan kehidupan yang lebih baik,0,1,0,0,1,0,0,0
3614,"""Kalau sudah dewasa nanti, kau pasti jadi istri yang cantik!"" ー Yoshida to Miiko.",0,1,0,0,0,0,0,0
1026,Hal yang paling sakit adalah mencintai seseorang yang tidak akan menjadi milikmu selamanya.,0,0,0,0,0,1,0,0
1379,Jatuh cinta padamu adalah perasaan yang tidak pernah bisa aku jelaskan. #TweetDSAP,0,0,0,0,1,0,0,1
1844,Lubang dihati hanya bisa diisi oleh orang lain yaitu orang yang sangat berarti bagimu,0,0,0,0,0,1,0,0
3648,"2020, semoga baik-baik saja dan semoga tidak ada sedih yang berlebihan lagi ditahun ini ",0,1,0,0,0,0,0,0
3550,"Setiap kali menangis dan gak ada yang bisa dengerin, itu rasanya sakit banget.",0,0,0,0,0,1,0,0
3814,aku akan menghancurkan siapa saja yang menyakiti teman-teman ku. walaupun dia memiliki lusinan nyawa,1,0,0,0,0,0,0,0
2032,Semoga di 2020 tidak ada lagi gangguan-gangguan yang menyerupai kamu.,0,1,1,0,0,0,0,0
439,"Kan ngomongnya gubernur yang nganu:""banjir jakarta lebih mudah diberesin  kalo jadi presiden..... Begitu cebonggggggggg",1,0,1,0,0,0,0,0
1730,Makna : Untuk meraih makna ibadah yang sesungguhnya maka mulailah dengan mencintai Dia yang memerintahkannya,0,0,0,0,1,0,0,1
3653,Hari ini aku akan menjadi jiwa yang menerobos keluar dan naik di atas rasa minder.,0,1,0,0,0,0,0,0
3306,Satu tahun yang lalu tanggal satu ini pernah begitu mendebarkan. Sekarang penuh kebahagiaan.,0,0,0,0,1,0,0,0
2215,Aku mencintaimu lebih dari yang kau tau :'),0,0,0,0,1,0,0,1
3750,thank you so much.... semoga 2020 juga selalu jadi tahun yang baik untuk kamu ya.,0,1,0,0,1,0,0,0
108,"Semoga 2020 bisa lebih banyak explore diri lagi, belajar lagi, liburan ke tempat2 yang bagus lagi ",0,1,0,0,0,0,0,0
568,"Stay safe buat teman-teman yang kena banjir, segera selamatkan surat-surat berharga. Semoga semuanya lekas membaik ",0,1,0,0,0,0,0,1
1487,"Stay safe teman-teman yang lagi di Jakarta, semoga banjir lekas surut.",0,1,0,0,0,0,0,0
1429,Selamat ulang tahun untuk kalian yang lahir tanggal 1 Januari,0,0,0,0,1,0,0,0
